,thumb-md (59).jpg,thumb-md - 2021-09-08T141901.932.jpg,thumb-md (18).jpg,thumb-md - 2021-09-08T141856.476.jpg,thumb-md (34).jpg,thumb-md (63).jpg,thumb-md (75).jpg,thumb-md (22).jpg,thumb-md (8).jpg,thumb-md - 2021-09-08T141902.210.jpg,thumb-md (55).jpg,thumb-md - 2021-09-08T141858.146.jpg,thumb-md (14).jpg,thumb-md (43).jpg,thumb-md (38).jpg,thumb-md (80).jpg,thumb-md - 2021-09-08T141858.594.jpg,thumb-md (96).jpg,thumb-md (79).jpg,thumb-md (4).jpg,thumb-md - 2021-09-08T141859.422.jpg,thumb-md (5).jpg,thumb-md (97).jpg,thumb-md (78).jpg,thumb-md (81).jpg,thumb-md (39).jpg,thumb-md (100).jpg,thumb-md (42).jpg,thumb-md (15).jpg,thumb-md (54).jpg,thumb-md (23).jpg,thumb-md (9).jpg,thumb-md (74).jpg,thumb-md - 2021-09-08T141744.720.jpg,thumb-md - 2021-09-08T141859.192.jpg,thumb-md (62).jpg,thumb-md (35).jpg,thumb-md - 2021-09-08T141857.477.jpg,thumb-md (19).jpg,thumb-md - 2021-09-08T141903.210.jpg,thumb-md (58).jpg,thumb-md (53).jpg,thumb-md (12).jpg,thumb-md - 2021-09-08T141901.004.jpg,thumb-md (45).jpg,thumb-md (86).jpg,thumb-md (69).jpg,thumb-md (90).jpg,thumb-md (28).jpg,thumb-md (2).jpg,thumb-md - 2021-09-08T141855.851.jpg,thumb-md - 2021-09-08T141900.228.jpg,thumb-md - 2021-09-08T141902.311.jpg,thumb-md (49).jpg,thumb-md - 2021-09-08T141858.939.jpg,thumb-md (32).jpg,thumb-md.jpg,thumb-md (65).jpg,thumb-md - 2021-09-08T141857.837.jpg,thumb-md (73).jpg,thumb-md (24).jpg,thumb-md - 2021-09-08T141856.956.jpg,thumb-md (25).jpg,thumb-md (72).jpg,thumb-md (64).jpg,thumb-md (33).jpg,thumb-md (48).jpg,thumb-md (29).jpg,thumb-md (3).jpg,thumb-md - 2021-09-08T141856.028.jpg,thumb-md (91).jpg,thumb-md (87).jpg,thumb-md (68).jpg,thumb-md (44).jpg,thumb-md (13).jpg,thumb-md - 2021-09-08T141901.606.jpg,thumb-md (52).jpg,thumb-md - 2021-09-08T141856.756.jpg,thumb-md (92).jpg,thumb-md (84).jpg,thumb-md (47).jpg,thumb-md (10).jpg,thumb-md (51).jpg,thumb-md (26).jpg,thumb-md (71).jpg,thumb-md (67).jpg,thumb-md (88).jpg,thumb-md (30).jpg,thumb-md - 2021-09-08T141859.712.jpg,thumb-md - 2021-09-08T141744.771.jpg,thumb-md - 2021-09-08T141858.459.jpg,thumb-md - 2021-09-08T141903.287.jpg,thumb-md - 2021-09-08T141857.609.jpg,thumb-md (31).jpg,thumb-md (66).jpg,thumb-md (89).jpg,thumb-md (70).jpg,thumb-md (27).jpg,thumb-md - 2021-09-08T141903.053.jpg,thumb-md - 2021-09-08T141855.651.jpg,thumb-md - 2021-09-08T141902.530.jpg,thumb-md (50).jpg,thumb-md (11).jpg,thumb-md - 2021-09-08T141859.932.jpg,thumb-md (46).jpg,thumb-md (85).jpg,thumb-md - 2021-09-08T141902.096.jpg,thumb-md (93).jpg,thumb-md (1).jpg,thumb-md (20).jpg,thumb-md (77).jpg,thumb-md (98).jpg,thumb-md (61).jpg,thumb-md (36).jpg,thumb-md - 2021-09-08T141855.542.jpg,thumb-md - 2021-09-08T141856.293.jpg,thumb-md (6).jpg,thumb-md (94).jpg,thumb-md (82).jpg,thumb-md - 2021-09-08T141901.247.jpg,thumb-md - 2021-09-08T141900.727.jpg,thumb-md (41).jpg,thumb-md - 2021-09-08T141744.666.jpg,thumb-md - 2021-09-08T141903.419.jpg,thumb-md (16).jpg,thumb-md - 2021-09-08T141857.256.jpg,thumb-md (57).jpg,thumb-md (56).jpg,thumb-md (17).jpg,thumb-md (40).jpg,thumb-md (83).jpg,thumb-md - 2021-09-08T141903.346.jpg,thumb-md - 2021-09-08T141900.440.jpg,thumb-md (95).jpg,thumb-md (7).jpg,thumb-md (37).jpg,thumb-md - 2021-09-08T141855.590.jpg,thumb-md (60).jpg,thumb-md (76).jpg,thumb-md (99).jpg,thumb-md (21).jpg
thumb-md (88).jpg,0.8642367,0.7955552,0.43067372,0.71351427,0.59066576,0.649909,0.92739093,0.44508362,0.42180628,0.5751021,0.88065034,0.6704777,0.50193655,0.88919854,0.62066543,0.9804623,0.866658,0.9010416,0.88191885,0.72858536,0.68836564,0.5784039,0.7110882,0.66568714,0.9816041,0.44944233,0.8634203,0.8493862,0.7266347,0.78053075,0.4959243,0.43104088,0.76436895,0.75720304,0.76776254,0.7136074,0.76558584,0.59975934,0.69925326,0.6451055,0.71151423,0.7916198,0.49329552,0.5255256,0.6222132,0.9786531,0.7473652,0.5891863,0.64519507,0.77713656,0.42816707,0.47631228,0.8295432,0.6989173,0.8399598,0.46348244,0.6745929,0.6968926,0.48631918,0.6817014,0.49836877,0.3817383,0.40689218,0.9257805,0.8313165,0.4842272,0.8803416,0.61125773,0.47339416,0.70057154,0.8397333,0.73581547,0.9856203,0.9726294,0.6964357,0.63352007,0.88753927,0.69996965,0.75391495,0.766669,0.5957053,0.42993522,0.6419791,0.41802573,0.95201814,0.7281954,1.0000001,0.74565274,0.46673384,0.59632057,0.6830154,0.63370216,0.6566069,0.41493192,0.97922033,0.81270534,0.75596976,0.62793744,0.5204953,0.51808715,0.4963746,0.6600447,0.53363293,0.662968,0.9599545,0.9726926,0.5303359,0.5223092,0.67665565,0.42006785,0.9783108,0.6875169,0.7842978,0.6169251,0.7427059,0.7005561,0.47680342,0.4734282,0.8383228,0.46413535,0.4158185,0.7391527,0.5869902,0.7165691,0.43305632,0.61734223,0.7705468,0.72218657,0.5804887,0.6420349,0.95264745,0.644364,0.57241416,0.7325616,0.49053043,0.81222117,0.8738991,0.43752933,0.89755404,0.7727256,0.76817334
thumb-md (30).jpg,0.54609334,0.763368,0.6180303,0.6506922,0.43687087,0.4153008,0.7685776,0.65784514,0.64501894,0.6165245,0.5364601,0.4492012,0.6896486,0.75326526,0.50121963,0.7419127,0.75403816,0.79810625,0.5524978,0.9848745,0.6054716,0.76018006,0.60484624,0.40363705,0.7339464,0.52253497,0.50464237,0.7442447,0.99283314,0.44651517,0.79035366,0.6404174,0.42999333,0.46941292,0.6129682,0.37974414,0.69590175,0.49638078,0.94514465,0.54411507,0.46415195,0.45353794,0.78897023,0.41161218,0.37985173,0.7768569,0.45279586,0.433394,0.95233655,0.97656816,0.32977018,0.3612609,0.8059092,0.8131885,0.6589405,0.6406179,0.91879797,0.49994317,0.31021366,0.3835983,0.76404023,0.25428557,0.6377652,0.7587444,0.48984587,0.64997804,0.7901167,0.8707288,0.75306904,0.6478569,0.7225566,0.42015058,0.75210166,0.7335748,0.94498247,0.43935943,0.7717772,0.65215397,0.44069818,0.482485,0.46704808,0.69939893,0.30636105,0.6485252,0.74455065,0.4284865,0.74565274,0.9999999,0.4028393,0.33483374,0.4720296,0.43373322,0.5085209,0.6350069,0.7155556,0.77159953,0.3997297,0.9248611,0.5303029,0.39517403,0.44412023,0.46603945,0.8157499,0.42537552,0.7400123,0.76930034,0.42185745,0.30613804,0.9355012,0.6459342,0.754672,0.484617,0.46160424,0.4828563,0.68879104,0.54500794,0.662399,0.3527817,0.5432422,0.36904332,0.2994937,0.4965816,0.42669708,0.6734177,0.6864673,0.48992825,0.5045256,0.328732,0.8274911,0.3661724,0.6636344,0.4546339,0.3405623,0.4434466,0.66589123,0.77059186,0.7142725,0.30546767,0.7503185,0.7712544,0.99319524
thumb-md - 2021-09-08T141859.712.jpg,0.45724747,0.67978466,0.6195543,0.7906451,0.5164007,0.73389447,0.5324767,0.5789917,0.62983894,0.8735573,0.50960964,0.7778379,0.61392546,0.57718605,0.54852986,0.44883278,0.6444831,0.49178588,0.49173605,0.41903788,0.84044665,0.47948328,0.47459677,0.6674983,0.46288437,0.5590093,0.4874279,0.53968924,0.39611217,0.54904383,0.4424209,0.63647354,0.5490714,0.61750215,0.7142154,0.6688536,0.69163764,0.80596673,0.35666215,0.63787687,0.65618396,0.5547523,0.5197565,0.89931285,0.700414,0.47120446,0.53681016,0.76225436,0.39128673,0.42791808,0.9761035,0.9862188,0.6623187,0.39655685,0.67992646,0.65475273,0.40032566,0.7168538,0.9576291,0.75549185,0.33426017,0.80045354,0.61385995,0.544927,0.49698433,0.60490584,0.5288926,0.4054217,0.47192207,0.80752426,0.67475027,0.58089244,0.45585182,0.48137677,0.3910414,0.7746024,0.53090084,0.74996245,0.68400073,0.7247982,0.55918026,0.4883511,0.60433257,0.5948642,0.4993369,0.6210252,0.46673384,0.4028393,1.0,0.72906744,0.79442424,0.6330274,0.75303787,0.63456935,0.5210339,0.5848401,0.6170448,0.43399,0.9434417,0.957,0.80529606,0.7605951,0.4961809,0.79697174,0.44062644,0.43567917,0.9164465,0.8348855,0.37631625,0.6267131,0.45659494,0.68311197,0.5964539,0.7418919,0.7362777,0.80775714,0.50053644,0.8406558,0.5182296,0.94340336,0.9398966,0.6814442,0.75986636,0.57571507,0.592668,0.79416573,0.5930722,0.6296984,0.40308163,0.70527095,0.47770464,0.59447336,0.8864384,0.6581004,0.46413136,0.59435743,0.6086084,0.6122946,0.5614423,0.5621763,0.3897032
thumb-md - 2021-09-08T141744.771.jpg,0.7165804,0.5156297,0.66423047,0.5382549,0.8236114,0.94514126,0.62713003,0.6399705,0.6247969,0.59447426,0.73828596,0.5969861,0.65513337,0.66626096,0.7528268,0.5822279,0.49034125,0.64946944,0.63551927,0.39254445,0.625493,0.48188046,0.6252811,0.9233198,0.6077161,0.51737493,0.68515515,0.6436941,0.35574907,0.8352994,0.48290765,0.65368664,0.86213803,0.87812483,0.5635263,0.920318,0.7276103,0.64941233,0.41077304,0.4621741,0.72304153,0.85155255,0.53163606,0.6869416,0.9827876,0.5839132,0.85072035,0.9372983,0.3700045,0.35888177,0.7810445,0.7482354,0.49505934,0.3050619,0.6103631,0.6909472,0.38473016,0.72363096,0.7656198,0.90466297,0.48105806,0.71878296,0.61682206,0.6086414,0.5861743,0.6941022,0.62721276,0.35329196,0.517494,0.52943754,0.70442265,0.8079398,0.5337912,0.636186,0.39044523,0.7304365,0.608556,0.4557395,0.91630524,0.9155446,0.78368884,0.52181745,0.8159964,0.6079072,0.58755445,0.9198984,0.59632057,0.33483374,0.72906744,1.0000002,0.77927715,0.49274087,0.50284684,0.6333586,0.6105784,0.5846444,0.84709436,0.44128856,0.6603692,0.77741796,0.8276693,0.95920813,0.5172457,0.71153915,0.4796587,0.5124861,0.77072364,0.9465966,0.37011474,0.64326334,0.5487342,0.9321157,0.8663695,0.91728985,0.44547352,0.6905102,0.5371432,0.83258164,0.80224705,0.76567644,0.7560712,0.88783884,0.96440876,0.45290658,0.5748609,0.6333216,0.8547145,0.82674634,0.4262695,0.9697943,0.676104,0.4645373,0.80148673,0.79122,0.5366951,0.6336709,0.4489139,0.76644814,0.6711009,0.6095773,0.35802424
thumb-md - 2021-09-08T141858.459.jpg,0.69068336,0.6199233,0.6448916,0.72613406,0.788542,0.7634822,0.73462254,0.61511874,0.6261965,0.74074495,0.7554194,0.8725041,0.62840295,0.6014413,0.80367625,0.6400902,0.7650969,0.5964421,0.7411828,0.4746039,0.67233205,0.6451661,0.676074,0.74392563,0.685509,0.62260795,0.73549646,0.5401789,0.44828352,0.81992257,0.51088494,0.63448185,0.80777067,0.8525289,0.8630946,0.79570585,0.67884195,0.9492513,0.4950524,0.7697042,0.72688115,0.8064301,0.5433474,0.7167381,0.7419385,0.70166147,0.80998033,0.81131357,0.45574385,0.552822,0.78050655,0.773438,0.69693655,0.51678866,0.8820627,0.66279817,0.5351682,0.6701149,0.74523795,0.81136906,0.49492073,0.73743826,0.59742016,0.6968196,0.7294416,0.6813437,0.5525985,0.52690774,0.534453,0.7194459,0.65390736,0.8505158,0.6419023,0.67106324,0.5159842,0.9371493,0.5564706,0.73004055,0.89060664,0.7655215,0.8054268,0.5339722,0.7956281,0.59963936,0.71485627,0.7796675,0.6830154,0.4720296,0.79442424,0.77927715,1.0000002,0.7845647,0.8796367,0.61238515,0.7072391,0.56447375,0.8645846,0.46557876,0.7725949,0.77996993,0.8544502,0.7753022,0.5242514,0.8521564,0.6293737,0.59990335,0.8624693,0.73442435,0.5035448,0.62482756,0.6807307,0.74378985,0.8404995,0.79073,0.71804667,0.81842816,0.6552185,0.59947693,0.76593477,0.8305894,0.6977986,0.6913589,0.7311655,0.73520476,0.59438133,0.940086,0.8008528,0.80196685,0.55506104,0.7519719,0.72359,0.77855265,0.9199461,0.905855,0.6477026,0.5795108,0.7362657,0.8085077,0.60120636,0.48904628,0.48305464
thumb-md - 2021-09-08T141903.287.jpg,0.66830015,0.58341324,0.35620594,0.64037335,0.5222022,0.5180226,0.6218661,0.34045964,0.36200905,0.73034155,0.74250823,0.9364277,0.38127762,0.52900434,0.6157688,0.6411789,0.7205333,0.49922442,0.82751787,0.3859349,0.6181413,0.5659407,0.71829134,0.46984735,0.6349636,0.70032084,0.7594748,0.51317334,0.3885133,0.6436104,0.33922595,0.35668737,0.5881771,0.596331,0.83000684,0.6316713,0.58610255,0.80851984,0.414643,0.96019083,0.8682262,0.59118086,0.36165598,0.748256,0.47869945,0.6753854,0.58377975,0.57647425,0.41770318,0.5445232,0.59408253,0.6172226,0.6761134,0.6164883,0.76864904,0.3846382,0.4721725,0.7859341,0.58567184,0.7330346,0.359695,0.7427956,0.33810487,0.5922069,0.8709468,0.3646373,0.48401165,0.5415782,0.36100087,0.61082935,0.5914248,0.77906024,0.6518092,0.6590388,0.46852452,0.76927793,0.5085869,0.64312875,0.7054208,0.625974,0.60224223,0.3175976,0.72742206,0.3510654,0.6551002,0.54457796,0.63370216,0.43373322,0.6330274,0.49274087,0.7845647,0.99999994,0.91788274,0.37248242,0.71205485,0.54718834,0.7174812,0.40201205,0.62126637,0.63583523,0.5116099,0.53890777,0.37608072,0.75157773,0.6962027,0.6251275,0.7445672,0.49191788,0.46677142,0.35821837,0.6851299,0.4934712,0.6499396,0.47128046,0.657204,0.83527464,0.49046052,0.5038273,0.6353497,0.6430825,0.56750387,0.6230247,0.45088232,0.8649767,0.36217868,0.7562787,0.6606731,0.7597141,0.5024719,0.50046086,0.68843263,0.98652524,0.7680755,0.82466125,0.4892885,0.5014726,0.7472739,0.6446896,0.5044441,0.46506476,0.42446592
thumb-md - 2021-09-08T141857.609.jpg,0.6176069,0.67023844,0.44740075,0.78870904,0.52759033,0.52020687,0.6813222,0.42899388,0.4654975,0.80704236,0.6942345,0.9609134,0.46042553,0.5498707,0.5959961,0.6434888,0.8404785,0.5123897,0.7610024,0.46671206,0.7089129,0.61644346,0.6371738,0.48024663,0.6448569,0.628912,0.7091106,0.5176038,0.46524704,0.63834685,0.4224299,0.4570797,0.58178747,0.61674875,0.9128058,0.60905176,0.5970406,0.9240005,0.46919551,0.9105203,0.7648174,0.60059047,0.44501647,0.74937737,0.47868738,0.6844695,0.5754589,0.57599616,0.4698094,0.6005113,0.6787573,0.7252624,0.77969223,0.6148126,0.87073004,0.4709268,0.541008,0.70435196,0.68312025,0.6946689,0.39442867,0.6728145,0.43333107,0.6503991,0.79599196,0.4643669,0.5116279,0.5749381,0.42986414,0.78137344,0.59999084,0.7280543,0.67041814,0.6519829,0.5209131,0.8389257,0.5352787,0.8199448,0.69322133,0.6054529,0.5772203,0.40961155,0.6705878,0.44123662,0.6808339,0.53920364,0.6566069,0.5085209,0.75303787,0.50284684,0.8796367,0.91788274,1.0,0.45539755,0.7130118,0.56438285,0.7065684,0.4455056,0.7655397,0.7264917,0.62877476,0.54871273,0.44852176,0.83509207,0.70067054,0.63952845,0.7908366,0.50783753,0.5168947,0.45244673,0.68993247,0.5027277,0.6452665,0.51399887,0.8269206,0.8515316,0.5487155,0.49067405,0.616039,0.7282329,0.6192602,0.5766846,0.4755041,0.8683693,0.46300277,0.9235732,0.62120247,0.7088341,0.53909045,0.4972686,0.66360366,0.92234933,0.818254,0.7859402,0.54215324,0.5288505,0.84863865,0.60305464,0.5309658,0.46888456,0.5014792
thumb-md (31).jpg,0.46900296,0.4008427,0.9914481,0.46768165,0.56745064,0.64155877,0.4622138,0.99105936,0.9950265,0.5732425,0.47612286,0.45055538,0.9757693,0.43891326,0.633999,0.40917706,0.4172866,0.4771101,0.39301968,0.66237074,0.49166864,0.8808199,0.38968658,0.618446,0.4118436,0.4852419,0.43568116,0.41515523,0.6474641,0.5891461,0.9227276,0.99485046,0.57151973,0.6370816,0.42919862,0.6215369,0.49892223,0.5948399,0.75338364,0.3763768,0.46151558,0.5777451,0.9482737,0.51218426,0.6577925,0.42756662,0.58549136,0.6593532,0.7529919,0.6548216,0.6413746,0.6266904,0.49275747,0.3551399,0.4532983,0.9889542,0.8009724,0.48240992,0.5778047,0.58610016,0.8404112,0.5347232,0.99616265,0.4176159,0.3641725,0.973052,0.45111072,0.79352665,0.94799286,0.4501169,0.49612677,0.560671,0.401452,0.43431303,0.77579725,0.52497625,0.39484861,0.40068197,0.6194765,0.6208925,0.62328863,0.96700114,0.51382375,0.9956753,0.40601024,0.6398345,0.41493192,0.6350069,0.63456935,0.6333586,0.61238515,0.37248242,0.45539755,0.99999994,0.38585365,0.4046448,0.58544743,0.8017281,0.6181213,0.63428533,0.7755171,0.65871847,0.9211999,0.54783344,0.31422207,0.3542899,0.66306204,0.6188996,0.77700466,0.9937641,0.355669,0.6519758,0.60888296,0.729176,0.40763274,0.541118,0.93705165,0.6215314,0.57425976,0.6168698,0.54513913,0.54135036,0.69484663,0.4077075,0.9894405,0.57724094,0.5314311,0.5000618,0.85228366,0.6591213,0.44326457,0.36197942,0.5947757,0.5475485,0.91844404,0.44056088,0.38437188,0.59230995,0.44672176,0.43985835,0.6228709
thumb-md (66).jpg,0.85619295,0.83388406,0.39501563,0.7588272,0.5948199,0.67219484,0.9283205,0.40643337,0.3894307,0.6561419,0.87894696,0.7353716,0.47478625,0.91141963,0.63924634,0.9616459,0.8815352,0.9000913,0.89984536,0.6948787,0.749166,0.54745203,0.76145905,0.67793566,0.9668518,0.5285395,0.8633543,0.86999357,0.69698644,0.7621285,0.45063254,0.39763695,0.7499394,0.74491423,0.822266,0.71175677,0.8139492,0.6436869,0.65724975,0.73282766,0.7826525,0.7729539,0.45925176,0.6255423,0.631727,0.9702929,0.74407154,0.62843835,0.6173578,0.7528426,0.48115283,0.52906895,0.8471535,0.72486705,0.8675184,0.4377725,0.63260114,0.77860093,0.53836,0.7288303,0.46502915,0.45484367,0.37410593,0.93218577,0.86229056,0.44542736,0.889198,0.5912791,0.43287432,0.7427063,0.8787993,0.743274,0.96421045,0.96685505,0.65824825,0.6775024,0.9018824,0.7431531,0.76084286,0.7917175,0.6176075,0.3830544,0.6447328,0.3826794,0.9629357,0.7201219,0.97922033,0.7155556,0.5210339,0.6105784,0.7072391,0.71205485,0.7130118,0.38585365,1.0,0.8520306,0.74831456,0.6009697,0.57858115,0.5665673,0.5005042,0.6881857,0.49991557,0.6821552,0.95615995,0.9542333,0.5888671,0.5647576,0.6394864,0.39021063,0.98141026,0.6980728,0.7728833,0.6248585,0.7812444,0.7608549,0.4406412,0.5313105,0.8315864,0.5269197,0.49365297,0.7690772,0.60610306,0.77403855,0.3983673,0.6444457,0.7931216,0.7426076,0.5488865,0.6471269,0.94692326,0.7156762,0.6165941,0.7631859,0.45121914,0.8366343,0.8873876,0.46695912,0.91304135,0.7993036,0.73330855
thumb-md (89).jpg,0.6173323,0.92479426,0.39795446,0.77855283,0.5826052,0.6220949,0.8799013,0.4084161,0.4095314,0.7542769,0.63450426,0.58571076,0.46645218,0.95043135,0.53179693,0.8082176,0.80190206,0.8921752,0.64757323,0.78052,0.82063967,0.431488,0.7551665,0.5862093,0.7968831,0.652923,0.5854735,0.96010435,0.77625006,0.51625866,0.45840308,0.41926295,0.53267026,0.5509451,0.7422263,0.550243,0.9237438,0.5751155,0.6615886,0.65831316,0.6951487,0.5415796,0.50371826,0.6790342,0.60066634,0.82143784,0.5450276,0.6495997,0.67135006,0.73029685,0.5540698,0.56382865,0.81565964,0.80672127,0.7565948,0.44628435,0.5771865,0.78071755,0.55909157,0.6562402,0.46874937,0.48060733,0.40043372,0.9000215,0.5923514,0.44198075,0.9487553,0.5282165,0.43139422,0.79210955,0.91142905,0.52924836,0.7912865,0.82122207,0.6334492,0.62205976,0.9680578,0.75608355,0.5884517,0.69729483,0.5264777,0.37479126,0.45540434,0.39509067,0.82404184,0.5555681,0.81270534,0.77159953,0.5848401,0.5846444,0.56447375,0.54718834,0.56438285,0.4046448,0.8520306,1.0000001,0.5104205,0.6667305,0.67713803,0.5887157,0.51910275,0.6991514,0.5224201,0.53962713,0.81605023,0.8408065,0.60560435,0.5932549,0.6072081,0.42742184,0.8456216,0.64821506,0.545951,0.6113106,0.7679915,0.68515646,0.3506586,0.61208844,0.61080056,0.60062534,0.6134682,0.745254,0.6385348,0.7209088,0.4158452,0.53499275,0.67503834,0.5350529,0.48670003,0.5704546,0.7387287,0.53328353,0.54882675,0.5644756,0.3472381,0.9661616,0.7426154,0.42662972,0.93471014,0.9603529,0.78023314
thumb-md (70).jpg,0.86876905,0.48696017,0.6142945,0.54683805,0.7707343,0.81693363,0.70340896,0.5953281,0.5803635,0.54053456,0.9126382,0.766183,0.60604733,0.61013764,0.76402855,0.7474511,0.63290924,0.62617695,0.8641355,0.40631533,0.5493202,0.6411182,0.6485295,0.8134071,0.75080585,0.4859682,0.8999415,0.5848244,0.38564467,0.9645013,0.5019198,0.59464943,0.934499,0.92492145,0.68997043,0.9591473,0.6039974,0.74018013,0.48608235,0.63188946,0.80719465,0.9405094,0.5128312,0.60190994,0.8483971,0.7386241,0.897166,0.78765976,0.42172253,0.48703006,0.6369819,0.6436255,0.5873692,0.3818989,0.7322144,0.62398034,0.5171865,0.71944743,0.65216905,0.89067876,0.51400554,0.65652084,0.5625375,0.65918535,0.8494523,0.6466495,0.57809645,0.508215,0.5325972,0.5166925,0.62870634,0.9565012,0.72848046,0.76757455,0.4997502,0.776587,0.5700167,0.5045705,0.96349424,0.8768082,0.75958776,0.5273632,0.92907166,0.57244015,0.69988686,0.9101356,0.75596976,0.3997297,0.6170448,0.84709436,0.8645846,0.7174812,0.7065684,0.58544743,0.74831456,0.5104205,1.0000004,0.45009235,0.55741274,0.6797784,0.73997366,0.8073134,0.515476,0.81369853,0.6821087,0.6770756,0.73388875,0.74317825,0.48954555,0.581331,0.70804393,0.8153458,0.96147984,0.77892053,0.5175253,0.75198853,0.64202696,0.63384765,0.9056005,0.6479342,0.5695666,0.8182027,0.76929414,0.6211952,0.5525217,0.747261,0.85393846,0.94730747,0.55302024,0.87459606,0.827773,0.7113291,0.817165,0.9138577,0.650933,0.53343254,0.6541392,0.7496615,0.61620474,0.48877132,0.4216332
thumb-md (27).jpg,0.5710253,0.6112858,0.7744749,0.541465,0.4847848,0.50006056,0.6400584,0.82065785,0.7988642,0.5876492,0.5477492,0.41703945,0.8406076,0.65999174,0.55423176,0.6493159,0.59861964,0.7301698,0.5289066,0.93026143,0.530835,0.8674706,0.58872646,0.48094398,0.6240989,0.5417092,0.515134,0.6710337,0.9397327,0.5010098,0.9296605,0.79961884,0.4769993,0.5210411,0.49495313,0.46433488,0.6679404,0.47159693,0.97376317,0.4761619,0.5065288,0.50089437,0.9306676,0.43440035,0.49412438,0.6662334,0.504238,0.5282445,0.9895251,0.9057327,0.3763103,0.40196174,0.68806607,0.66874266,0.5365828,0.7964844,0.9508877,0.52678424,0.34980068,0.4600671,0.9180038,0.30854207,0.80240464,0.61833036,0.47217387,0.7928946,0.7023915,0.932508,0.9089633,0.522129,0.6721194,0.46620163,0.6312659,0.65658015,0.9689301,0.39177,0.6567081,0.5007045,0.49728256,0.5465875,0.524619,0.8575996,0.37145388,0.8125824,0.6165098,0.506679,0.62793744,0.9248611,0.43399,0.44128856,0.46557876,0.40201205,0.4455056,0.8017281,0.6009697,0.6667305,0.45009235,0.9999997,0.51376504,0.43853676,0.50912523,0.5579633,0.95189184,0.42902666,0.5997783,0.6346066,0.4455402,0.40685114,0.96683145,0.8077898,0.61810696,0.57931566,0.51230997,0.5633432,0.538198,0.53145957,0.79619753,0.47617325,0.58568716,0.38176623,0.32955232,0.5705227,0.548847,0.5940077,0.83401,0.46646678,0.53674793,0.3801561,0.9286611,0.47041875,0.61078966,0.42048165,0.3539353,0.4610762,0.8092928,0.69259644,0.5622568,0.37561524,0.65574193,0.72249866,0.9202714
thumb-md - 2021-09-08T141903.053.jpg,0.43337438,0.7845613,0.602525,0.8642137,0.534632,0.6828966,0.6348013,0.57903886,0.6282189,0.9530837,0.48145413,0.750531,0.61780465,0.6498249,0.5602418,0.4875818,0.7164837,0.56122255,0.47681412,0.54594684,0.89439154,0.50701624,0.5188097,0.62311995,0.5061304,0.6151718,0.45401374,0.61199605,0.52611476,0.5064126,0.49715677,0.6273072,0.50642866,0.57549393,0.7764631,0.5951489,0.74376655,0.8218218,0.45087647,0.677184,0.63664556,0.5155522,0.5639467,0.88968146,0.644091,0.5297586,0.52167255,0.74048704,0.48981413,0.5361714,0.8982183,0.9105528,0.7482365,0.53267866,0.7382061,0.64302707,0.484176,0.71315944,0.8694508,0.71634746,0.4009811,0.711287,0.6095399,0.63784486,0.47694904,0.60214704,0.61334753,0.47468656,0.5067212,0.89194983,0.7247105,0.5292886,0.5039141,0.5184757,0.4787998,0.779827,0.6192063,0.8519315,0.62358934,0.68892574,0.55570936,0.5106111,0.50548005,0.5897728,0.57161564,0.56505126,0.5204953,0.5303029,0.9434417,0.6603692,0.7725949,0.62126637,0.7655397,0.6181213,0.57858115,0.67713803,0.55741274,0.51376504,1.0000002,0.88401735,0.7891881,0.737136,0.5479484,0.733575,0.49335182,0.4952142,0.8944795,0.76305294,0.46582735,0.6240062,0.5228872,0.65147585,0.5489578,0.7176431,0.8362779,0.80340576,0.5093094,0.782429,0.5086832,0.91444385,0.89739513,0.6422471,0.7183657,0.6725509,0.6075534,0.8117746,0.57486725,0.5602214,0.46068642,0.6355345,0.49000406,0.5928338,0.82081825,0.6155571,0.47696745,0.6731695,0.67459184,0.5689879,0.63718367,0.63827777,0.51292294
